      Date |  RC | Close  | SMA F… | SMA S… |    S1 |    S2 | ORDER    | FUNDS   | POS… | BALANCE
---------- | --- | ------ | ------ | ------ | ----- | ----- | -------- | ------- | ---- | -------
2020-01-03 |   0 | 200.08 | None   | None   |  None |  None |     0.00 | 1000.00 | 0.00 | 1000.00
2020-01-06 |   1 | 202.33 | None   | None   |  None |  None |     0.00 | 1000.00 | 0.00 | 1000.00
2020-01-07 |   2 | 202.63 | None   | None   |  None |  None |     0.00 | 1000.00 | 0.00 | 1000.00
2020-01-08 |   3 | 205.91 | None   | None   |  None |  None |     0.00 | 1000.00 | 0.00 | 1000.00
2020-01-09 |   4 | 208.35 | 203.86 | None   |  None |  None |     0.00 | 1000.00 | 0.00 | 1000.00
2020-01-10 |   5 | 207.27 | 205.30 | None   |  None |  None |     0.00 | 1000.00 | 0.00 | 1000.00
2020-01-13 |   6 | 206.51 | 206.13 | None   |  None |  None |     0.00 | 1000.00 | 0.00 | 1000.00
2020-01-14 |   7 | 207.32 | 207.07 | None   |  None |  None |     0.00 | 1000.00 | 0.00 | 1000.00
2020-01-15 |   8 | 209.77 | 207.84 | None   |  None |  None |     0.00 | 1000.00 | 0.00 | 1000.00
2020-01-16 |   9 | 210.85 | 208.34 | None   |  None |  None |     0.00 | 1000.00 | 0.00 | 1000.00
2020-01-17 |  10 | 211.98 | 209.29 | None   |  None |  None |     0.00 | 1000.00 | 0.00 | 1000.00
2020-01-21 |  11 | 211.16 | 210.22 | None   |  None |  None |     0.00 | 1000.00 | 0.00 | 1000.00
2020-01-22 |  12 | 211.44 | 211.04 | None   |  None |  None |     0.00 | 1000.00 | 0.00 | 1000.00
2020-01-23 |  13 | 213.42 | 211.77 | None   |  None |  None |     0.00 | 1000.00 | 0.00 | 1000.00
2020-01-24 |  14 | 211.24 | 211.85 | None   |  None |  None |     0.00 | 1000.00 | 0.00 | 1000.00
2020-01-27 |  15 | 209.34 | 211.32 | None   |  None |  None |     0.00 | 1000.00 | 0.00 | 1000.00
2020-01-28 |  16 | 210.39 | 211.17 | None   |  None |  None |     0.00 | 1000.00 | 0.00 | 1000.00
2020-01-29 |  17 | 214.44 | 211.77 | None   |  None |  None |     0.00 | 1000.00 | 0.00 | 1000.00
2020-01-30 |  18 | 216.18 | 212.32 | None   |  None |  None |     0.00 | 1000.00 | 0.00 | 1000.00
2020-01-31 |  19 | 213.97 | 212.86 | 209.23 |  True | False |  1000.00 |  143.12 | 4.00 |  999.00
2020-02-03 |  20 | 215.18 | 214.03 | 209.98 |  True | False |  1000.00 |  143.12 | 4.00 | 1003.84
2020-02-04 |  21 | 214.62 | 214.88 | 210.60 |  True | False |  1000.00 |  143.12 | 4.00 | 1001.60
2020-02-05 |  22 | 214.37 | 214.86 | 211.19 |  True | False |  1000.00 |  143.12 | 4.00 | 1000.60
2020-02-06 |  23 | 212.87 | 214.20 | 211.53 |  True | False |  1000.00 |  143.12 | 4.00 |  994.60
2020-02-07 |  24 | 211.61 | 213.73 | 211.70 |  True | False |  1000.00 |  143.12 | 4.00 |  989.56
2020-02-10 |  25 | 213.21 | 213.34 | 211.99 |  True | False |  1000.00 |  143.12 | 4.00 |  995.96
2020-02-11 |  26 | 215.73 | 213.56 | 212.45 |  True | False |  1000.00 |  143.12 | 4.00 | 1006.04
2020-02-12 |  27 | 217.46 | 214.18 | 212.96 |  True | False |  1000.00 |  143.12 | 4.00 | 1012.96
2020-02-13 |  28 | 217.42 | 215.09 | 213.34 |  True | False |  1000.00 |  143.12 | 4.00 | 1012.80
2020-02-14 |  29 | 217.09 | 216.18 | 213.66 |  True | False |  1000.00 |  143.12 | 4.00 | 1011.48
2020-02-18 |  30 | 216.15 | 216.77 | 213.86 |  True | False |  1000.00 |  143.12 | 4.00 | 1007.72
2020-02-19 |  31 | 215.63 | 216.75 | 214.09 |  True | False |  1000.00 |  143.12 | 4.00 | 1005.64
2020-02-20 |  32 | 215.08 | 216.27 | 214.27 |  True | False |  1000.00 |  143.12 | 4.00 | 1003.44
2020-02-21 |  33 | 215.87 | 215.96 | 214.39 |  True | False |  1000.00 |  143.12 | 4.00 | 1006.60
2020-02-24 |  34 | 213.52 | 215.25 | 214.51 |  True | False |  1000.00 |  143.12 | 4.00 |  997.20
2020-02-25 |  35 | 212.10 | 214.44 | 214.64 | False |  True | -1000.00 |  990.52 | 0.00 |  990.52
2020-02-26 |  36 | 210.10 | 213.33 | 214.63 | False |  True | -1000.00 |  990.52 | 0.00 |  990.52
2020-02-27 |  37 | 201.00 | 210.52 | 213.96 | False |  True | -1000.00 |  990.52 | 0.00 |  990.52
2020-02-28 |  38 | 194.17 | 206.18 | 212.86 | False |  True | -1000.00 |  990.52 | 0.00 |  990.52
2020-03-02 |  39 | 202.55 | 203.98 | 212.29 | False |  True | -1000.00 |  990.52 | 0.00 |  990.52
2020-03-03 |  40 | 199.51 | 201.47 | 211.50 | False |  True | -1000.00 |  990.52 | 0.00 |  990.52
2020-03-04 |  41 | 207.02 | 200.85 | 211.12 | False |  True | -1000.00 |  990.52 | 0.00 |  990.52
2020-03-05 |  42 | 198.32 | 200.31 | 210.32 | False |  True | -1000.00 |  990.52 | 0.00 |  990.52
2020-03-06 |  43 | 198.86 | 201.25 | 209.62 | False |  True | -1000.00 |  990.52 | 0.00 |  990.52
2020-03-09 |  44 | 186.86 | 198.11 | 208.38 | False |  True | -1000.00 |  990.52 | 0.00 |  990.52
2020-03-10 |  45 | 199.86 | 198.18 | 207.71 | False |  True | -1000.00 |  990.52 | 0.00 |  990.52
2020-03-11 |  46 | 188.25 | 194.43 | 206.34 | False |  True | -1000.00 |  990.52 | 0.00 |  990.52
2020-03-12 |  47 | 170.13 | 188.79 | 203.97 | False |  True | -1000.00 |  990.52 | 0.00 |  990.52
2020-03-13 |  48 | 177.13 | 184.45 | 201.96 | False |  True | -1000.00 |  990.52 | 0.00 |  990.52
2020-03-16 |  49 | 149.01 | 176.88 | 198.56 | False |  True | -1000.00 |  990.52 | 0.00 |  990.52
2020-03-17 |  50 | 147.62 | 166.43 | 195.13 | False |  True | -1000.00 |  990.52 | 0.00 |  990.52
2020-03-18 |  51 | 137.30 | 156.24 | 191.21 | False |  True | -1000.00 |  990.52 | 0.00 |  990.52
2020-03-19 |  52 | 149.50 | 152.11 | 187.93 | False |  True | -1000.00 |  990.52 | 0.00 |  990.52
2020-03-20 |  53 | 148.49 | 146.38 | 184.56 | False |  True | -1000.00 |  990.52 | 0.00 |  990.52
2020-03-23 |  54 | 137.10 | 144.00 | 180.74 | False |  True | -1000.00 |  990.52 | 0.00 |  990.52
2020-03-24 |  55 | 161.95 | 146.87 | 178.24 | False |  True | -1000.00 |  990.52 | 0.00 |  990.52
2020-03-25 |  56 | 162.98 | 152.00 | 175.88 | False |  True | -1000.00 |  990.52 | 0.00 |  990.52
2020-03-26 |  57 | 167.35 | 155.57 | 174.20 | False |  True | -1000.00 |  990.52 | 0.00 |  990.52
2020-03-27 |  58 | 164.01 | 158.68 | 172.69 | False |  True | -1000.00 |  990.52 | 0.00 |  990.52
2020-03-30 |  59 | 168.13 | 164.88 | 170.97 | False |  True | -1000.00 |  990.52 | 0.00 |  990.52
2020-03-31 |  60 | 165.35 | 165.56 | 169.26 | False |  True | -1000.00 |  990.52 | 0.00 |  990.52
2020-04-01 |  61 | 158.17 | 164.60 | 166.82 | False |  True | -1000.00 |  990.52 | 0.00 |  990.52
2020-04-02 |  62 | 161.50 | 163.43 | 164.98 | False |  True | -1000.00 |  990.52 | 0.00 |  990.52
2020-04-03 |  63 | 160.33 | 162.70 | 163.05 | False |  True | -1000.00 |  990.52 | 0.00 |  990.52
2020-04-06 |  64 | 177.04 | 164.48 | 162.56 |  True | False |  1000.00 |  104.32 | 5.00 |  989.52
2020-04-07 |  65 | 175.59 | 166.53 | 161.35 |  True | False |  1000.00 |  104.32 | 5.00 |  982.27
2020-04-08 |  66 | 177.49 | 170.39 | 160.81 |  True | False |  1000.00 |  104.32 | 5.00 |  991.77
2020-04-09 |  67 | 183.70 | 174.83 | 161.49 |  True | False |  1000.00 |  104.32 | 5.00 | 1022.82
2020-04-13 |  68 | 180.12 | 178.79 | 161.64 |  True | False |  1000.00 |  104.32 | 5.00 | 1004.92
2020-04-14 |  69 | 183.99 | 180.18 | 163.39 |  True | False |  1000.00 |  104.32 | 5.00 | 1024.27
2020-04-15 |  70 | 177.84 | 180.63 | 164.90 |  True | False |  1000.00 |  104.32 | 5.00 |  993.52
2020-04-16 |  71 | 179.50 | 181.03 | 167.01 |  True | False |  1000.00 |  104.32 | 5.00 | 1001.82
2020-04-17 |  72 | 186.10 | 181.51 | 168.84 |  True | False |  1000.00 |  104.32 | 5.00 | 1034.82
2020-04-20 |  73 | 181.65 | 181.82 | 170.49 |  True | False |  1000.00 |  104.32 | 5.00 | 1012.57
2020-04-21 |  74 | 177.58 | 180.53 | 172.52 |  True | False |  1000.00 |  104.32 | 5.00 |  992.22
2020-04-22 |  75 | 186.48 | 182.26 | 173.74 |  True | False |  1000.00 |  104.32 | 5.00 | 1036.72
2020-04-23 |  76 | 182.04 | 182.77 | 174.70 |  True | False |  1000.00 |  104.32 | 5.00 | 1014.52
2020-04-24 |  77 | 184.02 | 182.35 | 175.53 |  True | False |  1000.00 |  104.32 | 5.00 | 1024.42
2020-04-27 |  78 | 185.89 | 183.20 | 176.63 |  True | False |  1000.00 |  104.32 | 5.00 | 1033.77
2020-04-28 |  79 | 185.93 | 184.87 | 177.52 |  True | False |  1000.00 |  104.32 | 5.00 | 1033.97
2020-04-29 |  80 | 187.82 | 185.14 | 178.64 |  True | False |  1000.00 |  104.32 | 5.00 | 1043.42
2020-04-30 |  81 | 187.56 | 186.24 | 180.11 |  True | False |  1000.00 |  104.32 | 5.00 | 1042.12
2020-05-01 |  82 | 182.66 | 185.97 | 181.17 |  True | False |  1000.00 |  104.32 | 5.00 | 1017.62
2020-05-04 |  83 | 181.87 | 185.17 | 182.24 |  True | False |  1000.00 |  104.32 | 5.00 | 1013.67
2020-05-05 |  84 | 179.24 | 183.83 | 182.35 |  True | False |  1000.00 |  104.32 | 5.00 | 1000.52
2020-05-06 |  85 | 176.97 | 181.66 | 182.42 | False |  True | -1000.00 |  988.17 | 0.00 |  988.17
2020-05-07 |  86 | 181.12 | 180.37 | 182.60 | False |  True | -1000.00 |  988.17 | 0.00 |  988.17
2020-05-08 |  87 | 181.23 | 180.09 | 182.48 | False |  True | -1000.00 |  988.17 | 0.00 |  988.17
2020-05-11 |  88 | 180.88 | 179.89 | 182.52 | False |  True | -1000.00 |  988.17 | 0.00 |  988.17
2020-05-12 |  89 | 176.54 | 179.35 | 182.15 | False |  True | -1000.00 |  988.17 | 0.00 |  988.17
2020-05-13 |  90 | 172.82 | 178.52 | 181.89 | False |  True | -1000.00 |  988.17 | 0.00 |  988.17
2020-05-14 |  91 | 175.41 | 177.38 | 181.69 | False |  True | -1000.00 |  988.17 | 0.00 |  988.17
2020-05-15 |  92 | 173.81 | 175.89 | 181.08 | False |  True | -1000.00 |  988.17 | 0.00 |  988.17
2020-05-18 |  93 | 179.83 | 175.68 | 180.98 | False |  True | -1000.00 |  988.17 | 0.00 |  988.17
2020-05-19 |  94 | 179.57 | 176.29 | 181.08 | False |  True | -1000.00 |  988.17 | 0.00 |  988.17
2020-05-20 |  95 | 184.10 | 178.54 | 180.97 | False |  True | -1000.00 |  988.17 | 0.00 |  988.17
2020-05-21 |  96 | 185.08 | 180.48 | 181.12 | False |  True | -1000.00 |  988.17 | 0.00 |  988.17
2020-05-22 |  97 | 184.41 | 182.60 | 181.14 |  True | False |  1000.00 |   65.12 | 5.00 |  987.17
2020-05-26 |  98 | 184.84 | 183.60 | 181.08 |  True | False |  1000.00 |   65.12 | 5.00 |  989.32
2020-05-27 |  99 | 187.72 | 185.23 | 181.17 |  True | False |  1000.00 |   65.12 | 5.00 | 1003.72
2020-05-28 | 100 | 188.73 | 186.16 | 181.22 |  True | False |  1000.00 |   65.12 | 5.00 | 1008.77
2020-05-29 | 101 | 186.32 | 186.40 | 181.16 |  True | False |  1000.00 |   65.12 | 5.00 |  996.72
2020-06-01 | 102 | 187.41 | 187.00 | 181.39 |  True | False |  1000.00 |   65.12 | 5.00 | 1002.17
2020-06-02 | 103 | 187.59 | 187.55 | 181.68 |  True | False |  1000.00 |   65.12 | 5.00 | 1003.07
2020-06-03 | 104 | 193.29 | 188.67 | 182.38 |  True | False |  1000.00 |   65.12 | 5.00 | 1031.57
2020-06-04 | 105 | 193.24 | 189.57 | 183.20 |  True | False |  1000.00 |   65.12 | 5.00 | 1031.32
2020-06-05 | 106 | 197.16 | 191.74 | 184.00 |  True | False |  1000.00 |   65.12 | 5.00 | 1050.92
2020-06-08 | 107 | 202.65 | 194.79 | 185.07 |  True | False |  1000.00 |   65.12 | 5.00 | 1078.37
2020-06-09 | 108 | 199.52 | 197.17 | 186.00 |  True | False |  1000.00 |   65.12 | 5.00 | 1062.72
2020-06-10 | 109 | 195.80 | 197.67 | 186.96 |  True | False |  1000.00 |   65.12 | 5.00 | 1044.12
2020-06-11 | 110 | 187.51 | 196.53 | 187.70 |  True | False |  1000.00 |   65.12 | 5.00 | 1002.67
2020-06-12 | 111 | 189.17 | 194.93 | 188.39 |  True | False |  1000.00 |   65.12 | 5.00 | 1010.97
2020-06-15 | 112 | 189.49 | 192.30 | 189.17 |  True | False |  1000.00 |   65.12 | 5.00 | 1012.57
2020-06-16 | 113 | 190.32 | 190.46 | 189.70 |  True | False |  1000.00 |   65.12 | 5.00 | 1016.72
2020-06-17 | 114 | 190.79 | 189.46 | 190.26 | False |  True | -1000.00 | 1018.07 | 0.00 | 1018.07
2020-06-18 | 115 | 189.49 | 189.85 | 190.53 | False |  True | -1000.00 | 1018.07 | 0.00 | 1018.07
2020-06-19 | 116 | 186.56 | 189.33 | 190.60 | False |  True | -1000.00 | 1018.07 | 0.00 | 1018.07
2020-06-22 | 117 | 187.46 | 188.92 | 190.75 | False |  True | -1000.00 | 1018.07 | 0.00 | 1018.07
2020-06-23 | 118 | 186.62 | 188.18 | 190.84 | False |  True | -1000.00 | 1018.07 | 0.00 | 1018.07
2020-06-24 | 119 | 184.29 | 186.88 | 190.67 | False |  True | -1000.00 | 1018.07 | 0.00 | 1018.07
2020-06-25 | 120 | 182.76 | 185.54 | 190.37 | False |  True | -1000.00 | 1018.07 | 0.00 | 1018.07
2020-06-26 | 121 | 179.74 | 184.17 | 190.04 | False |  True | -1000.00 | 1018.07 | 0.00 | 1018.07
2020-06-29 | 122 | 182.80 | 183.24 | 189.81 | False |  True | -1000.00 | 1018.07 | 0.00 | 1018.07
2020-06-30 | 123 | 184.47 | 182.81 | 189.66 | False |  True | -1000.00 | 1018.07 | 0.00 | 1018.07
2020-07-01 | 124 | 184.66 | 182.89 | 189.22 | False |  True | -1000.00 | 1018.07 | 0.00 | 1018.07
2020-07-02 | 125 | 183.52 | 183.04 | 188.74 | False |  True | -1000.00 | 1018.07 | 0.00 | 1018.07
2020-07-06 | 126 | 188.50 | 184.79 | 188.31 | False |  True | -1000.00 | 1018.07 | 0.00 | 1018.07
2020-07-07 | 127 | 185.82 | 185.39 | 187.46 | False |  True | -1000.00 | 1018.07 | 0.00 | 1018.07
2020-07-08 | 128 | 185.85 | 185.67 | 186.78 | False |  True | -1000.00 | 1018.07 | 0.00 | 1018.07
2020-07-09 | 129 | 184.33 | 185.60 | 186.21 | False |  True | -1000.00 | 1018.07 | 0.00 | 1018.07
2020-07-10 | 130 | 184.88 | 185.88 | 186.08 | False |  True | -1000.00 | 1018.07 | 0.00 | 1018.07
2020-07-13 | 131 | 184.92 | 185.16 | 185.86 | False |  True | -1000.00 | 1018.07 | 0.00 | 1018.07
2020-07-14 | 132 | 190.72 | 186.14 | 185.92 |  True | False |  1000.00 |   63.47 | 5.00 | 1017.07
2020-07-15 | 133 | 191.77 | 187.32 | 186.00 |  True | False |  1000.00 |   63.47 | 5.00 | 1022.32
2020-07-16 | 134 | 190.92 | 188.64 | 186.00 |  True | False |  1000.00 |   63.47 | 5.00 | 1018.07
2020-07-17 | 135 | 191.48 | 189.96 | 186.10 |  True | False |  1000.00 |   63.47 | 5.00 | 1020.87
2020-07-20 | 136 | 191.61 | 191.30 | 186.36 |  True | False |  1000.00 |   63.47 | 5.00 | 1021.52
2020-07-21 | 137 | 192.98 | 191.75 | 186.63 |  True | False |  1000.00 |   63.47 | 5.00 | 1028.37
2020-07-22 | 138 | 198.62 | 193.12 | 187.23 |  True | False |  1000.00 |   63.47 | 5.00 | 1056.57
2020-07-23 | 139 | 197.55 | 194.45 | 187.89 |  True | False |  1000.00 |   63.47 | 5.00 | 1051.22
2020-07-24 | 140 | 198.72 | 195.90 | 188.69 |  True | False |  1000.00 |   63.47 | 5.00 | 1057.07
2020-07-27 | 141 | 201.25 | 197.82 | 189.77 |  True | False |  1000.00 |   63.47 | 5.00 | 1069.72
2020-07-28 | 142 | 196.24 | 198.48 | 190.44 |  True | False |  1000.00 |   63.47 | 5.00 | 1044.67
2020-07-29 | 143 | 196.21 | 197.99 | 191.03 |  True | False |  1000.00 |   63.47 | 5.00 | 1044.52
2020-07-30 | 144 | 195.41 | 197.57 | 191.56 |  True | False |  1000.00 |   63.47 | 5.00 | 1040.52
2020-07-31 | 145 | 194.28 | 196.68 | 192.10 |  True | False |  1000.00 |   63.47 | 5.00 | 1034.87
2020-08-03 | 146 | 194.40 | 195.31 | 192.40 |  True | False |  1000.00 |   63.47 | 5.00 | 1035.47
2020-08-04 | 147 | 199.36 | 195.93 | 193.07 |  True | False |  1000.00 |   63.47 | 5.00 | 1060.27
2020-08-05 | 148 | 199.26 | 196.54 | 193.75 |  True | False |  1000.00 |   63.47 | 5.00 | 1059.77
2020-08-06 | 149 | 203.18 | 198.10 | 194.69 |  True | False |  1000.00 |   63.47 | 5.00 | 1079.37
2020-08-07 | 150 | 204.60 | 200.16 | 195.67 |  True | False |  1000.00 |   63.47 | 5.00 | 1086.47
2020-08-10 | 151 | 204.12 | 202.10 | 196.63 |  True | False |  1000.00 |   63.47 | 5.00 | 1084.07
2020-08-11 | 152 | 205.00 | 203.23 | 197.35 |  True | False |  1000.00 |   63.47 | 5.00 | 1088.47
2020-08-12 | 153 | 206.02 | 204.58 | 198.06 |  True | False |  1000.00 |   63.47 | 5.00 | 1093.57
2020-08-13 | 154 | 206.49 | 205.25 | 198.84 |  True | False |  1000.00 |   63.47 | 5.00 | 1095.92
2020-08-14 | 155 | 207.03 | 205.73 | 199.62 |  True | False |  1000.00 |   63.47 | 5.00 | 1098.62
2020-08-17 | 156 | 208.67 | 206.64 | 200.47 |  True | False |  1000.00 |   63.47 | 5.00 | 1106.82
2020-08-18 | 157 | 210.32 | 207.71 | 201.34 |  True | False |  1000.00 |   63.47 | 5.00 | 1115.07
2020-08-19 | 158 | 209.51 | 208.40 | 201.88 |  True | False |  1000.00 |   63.47 | 5.00 | 1111.02
2020-08-20 | 159 | 209.88 | 209.08 | 202.50 |  True | False |  1000.00 |   63.47 | 5.00 | 1112.87
2020-08-21 | 160 | 211.57 | 209.99 | 203.14 |  True | False |  1000.00 |   63.47 | 5.00 | 1121.32
2020-08-24 | 161 | 212.62 | 210.78 | 203.71 |  True | False |  1000.00 |   63.47 | 5.00 | 1126.57
2020-08-25 | 162 | 212.65 | 211.25 | 204.53 |  True | False |  1000.00 |   63.47 | 5.00 | 1126.72
2020-08-26 | 163 | 213.76 | 212.10 | 205.41 |  True | False |  1000.00 |   63.47 | 5.00 | 1132.27
2020-08-27 | 164 | 212.19 | 212.56 | 206.25 |  True | False |  1000.00 |   63.47 | 5.00 | 1124.42
2020-08-28 | 165 | 214.91 | 213.23 | 207.28 |  True | False |  1000.00 |   63.47 | 5.00 | 1138.02
2020-08-31 | 166 | 213.52 | 213.41 | 208.23 |  True | False |  1000.00 |   63.47 | 5.00 | 1131.07
2020-09-01 | 167 | 212.69 | 213.41 | 208.90 |  True | False |  1000.00 |   63.47 | 5.00 | 1126.92
2020-09-02 | 168 | 216.23 | 213.91 | 209.75 |  True | False |  1000.00 |   63.47 | 5.00 | 1144.62
2020-09-03 | 169 | 213.80 | 214.23 | 210.28 |  True | False |  1000.00 |   63.47 | 5.00 | 1132.47
2020-09-04 | 170 | 211.73 | 213.59 | 210.64 |  True | False |  1000.00 |   63.47 | 5.00 | 1122.12
2020-09-08 | 171 | 213.58 | 213.61 | 211.11 |  True | False |  1000.00 |   63.47 | 5.00 | 1131.37
2020-09-09 | 172 | 215.71 | 214.21 | 211.64 |  True | False |  1000.00 |   63.47 | 5.00 | 1142.02
2020-09-10 | 173 | 217.24 | 214.41 | 212.20 |  True | False |  1000.00 |   63.47 | 5.00 | 1149.67
2020-09-11 | 174 | 218.00 | 215.25 | 212.78 |  True | False |  1000.00 |   63.47 | 5.00 | 1153.47
2020-09-14 | 175 | 220.56 | 217.02 | 213.46 |  True | False |  1000.00 |   63.47 | 5.00 | 1166.27
2020-09-15 | 176 | 222.37 | 218.78 | 214.14 |  True | False |  1000.00 |   63.47 | 5.00 | 1175.32
2020-09-16 | 177 | 224.81 | 220.60 | 214.87 |  True | False |  1000.00 |   63.47 | 5.00 | 1187.52
2020-09-17 | 178 | 222.58 | 221.66 | 215.52 |  True | False |  1000.00 |   63.47 | 5.00 | 1176.37
2020-09-18 | 179 | 220.27 | 222.12 | 216.04 |  True | False |  1000.00 |   63.47 | 5.00 | 1164.82
2020-09-21 | 180 | 216.41 | 221.29 | 216.28 |  True | False |  1000.00 |   63.47 | 5.00 | 1145.52
2020-09-22 | 181 | 216.41 | 220.10 | 216.47 |  True | False |  1000.00 |   63.47 | 5.00 | 1145.52
2020-09-23 | 182 | 214.97 | 218.13 | 216.59 |  True | False |  1000.00 |   63.47 | 5.00 | 1138.32
2020-09-24 | 183 | 216.12 | 216.84 | 216.70 |  True | False |  1000.00 |   63.47 | 5.00 | 1144.07
2020-09-25 | 184 | 218.18 | 216.42 | 217.00 | False |  True | -1000.00 | 1153.37 | 0.00 | 1153.37
2020-09-28 | 185 | 220.26 | 217.19 | 217.27 | False |  True | -1000.00 | 1153.37 | 0.00 | 1153.37
2020-09-29 | 186 | 218.68 | 217.64 | 217.53 |  True | False |  1000.00 |   58.97 | 5.00 | 1152.37
2020-09-30 | 187 | 219.49 | 218.55 | 217.87 |  True | False |  1000.00 |   58.97 | 5.00 | 1156.42
2020-10-01 | 188 | 219.59 | 219.24 | 218.04 |  True | False |  1000.00 |   58.97 | 5.00 | 1156.92
2020-10-02 | 189 | 222.67 | 220.14 | 218.48 |  True | False |  1000.00 |   58.97 | 5.00 | 1172.32
2020-10-05 | 190 | 226.07 | 221.30 | 219.20 |  True | False |  1000.00 |   58.97 | 5.00 | 1189.32
2020-10-06 | 191 | 224.09 | 222.38 | 219.72 |  True | False |  1000.00 |   58.97 | 5.00 | 1179.42
2020-10-07 | 192 | 226.48 | 223.78 | 220.26 |  True | False |  1000.00 |   58.97 | 5.00 | 1191.37
2020-10-08 | 193 | 225.80 | 225.02 | 220.69 |  True | False |  1000.00 |   58.97 | 5.00 | 1187.97
2020-10-09 | 194 | 224.83 | 225.45 | 221.03 |  True | False |  1000.00 |   58.97 | 5.00 | 1183.12
2020-10-12 | 195 | 226.11 | 225.46 | 221.31 |  True | False |  1000.00 |   58.97 | 5.00 | 1189.52
2020-10-13 | 196 | 227.35 | 226.11 | 221.56 |  True | False |  1000.00 |   58.97 | 5.00 | 1195.72
2020-10-14 | 197 | 227.62 | 226.34 | 221.70 |  True | False |  1000.00 |   58.97 | 5.00 | 1197.07
2020-10-15 | 198 | 229.64 | 227.11 | 222.05 |  True | False |  1000.00 |   58.97 | 5.00 | 1207.17
2020-10-16 | 199 | 229.37 | 228.02 | 222.51 |  True | False |  1000.00 |   58.97 | 5.00 | 1205.82
2020-10-19 | 200 | 226.00 | 228.00 | 222.99 |  True | False |  1000.00 |   58.97 | 5.00 | 1188.97
2020-10-20 | 201 | 227.45 | 228.02 | 223.54 |  True | False |  1000.00 |   58.97 | 5.00 | 1196.22
2020-10-21 | 202 | 228.19 | 228.13 | 224.20 |  True | False |  1000.00 |   58.97 | 5.00 | 1199.92
2020-10-22 | 203 | 229.15 | 228.03 | 224.85 |  True | False |  1000.00 |   58.97 | 5.00 | 1204.72
2020-10-23 | 204 | 228.71 | 227.90 | 225.38 |  True | False |  1000.00 |   58.97 | 5.00 | 1202.52
2020-10-26 | 205 | 224.27 | 227.55 | 225.58 |  True | False |  1000.00 |   58.97 | 5.00 | 1180.32
2020-10-27 | 206 | 222.97 | 226.66 | 225.79 |  True | False |  1000.00 |   58.97 | 5.00 | 1173.82
2020-10-28 | 207 | 214.69 | 223.96 | 225.55 | False |  True | -1000.00 | 1131.42 | 0.00 | 1131.42
2020-10-29 | 208 | 214.95 | 221.12 | 225.32 | False |  True | -1000.00 | 1131.42 | 0.00 | 1131.42
2020-10-30 | 209 | 213.00 | 217.98 | 224.84 | False |  True | -1000.00 | 1131.42 | 0.00 | 1131.42
2020-11-02 | 210 | 212.56 | 215.63 | 224.16 | False |  True | -1000.00 | 1131.42 | 0.00 | 1131.42
2020-11-03 | 211 | 216.80 | 214.40 | 223.80 | False |  True | -1000.00 | 1131.42 | 0.00 | 1131.42
2020-11-04 | 212 | 214.87 | 214.44 | 223.22 | False |  True | -1000.00 | 1131.42 | 0.00 | 1131.42
2020-11-05 | 213 | 216.31 | 214.71 | 222.74 | False |  True | -1000.00 | 1131.42 | 0.00 | 1131.42
2020-11-06 | 214 | 216.56 | 215.42 | 222.33 | False |  True | -1000.00 | 1131.42 | 0.00 | 1131.42
2020-11-09 | 215 | 213.22 | 215.55 | 221.68 | False |  True | -1000.00 | 1131.42 | 0.00 | 1131.42
2020-11-10 | 216 | 213.32 | 214.86 | 220.98 | False |  True | -1000.00 | 1131.42 | 0.00 | 1131.42
2020-11-11 | 217 | 218.02 | 215.49 | 220.50 | False |  True | -1000.00 | 1131.42 | 0.00 | 1131.42
2020-11-12 | 218 | 213.07 | 214.84 | 219.67 | False |  True | -1000.00 | 1131.42 | 0.00 | 1131.42
2020-11-13 | 219 | 213.28 | 214.18 | 218.87 | False |  True | -1000.00 | 1131.42 | 0.00 | 1131.42
2020-11-16 | 220 | 216.73 | 214.88 | 218.41 | False |  True | -1000.00 | 1131.42 | 0.00 | 1131.42
2020-11-17 | 221 | 216.01 | 215.42 | 217.83 | False |  True | -1000.00 | 1131.42 | 0.00 | 1131.42
2020-11-18 | 222 | 215.52 | 214.92 | 217.20 | False |  True | -1000.00 | 1131.42 | 0.00 | 1131.42
2020-11-19 | 223 | 215.11 | 215.33 | 216.50 | False |  True | -1000.00 | 1131.42 | 0.00 | 1131.42
2020-11-20 | 224 | 214.09 | 215.49 | 215.77 | False |  True | -1000.00 | 1131.42 | 0.00 | 1131.42
2020-11-23 | 225 | 217.00 | 215.55 | 215.40 |  True | False |  1000.00 |   45.42 | 5.00 | 1130.42
2020-11-24 | 226 | 219.71 | 216.29 | 215.24 |  True | False |  1000.00 |   45.42 | 5.00 | 1143.97
2020-11-25 | 227 | 219.34 | 217.05 | 215.47 |  True | False |  1000.00 |   45.42 | 5.00 | 1142.12
2020-11-27 | 228 | 218.33 | 217.69 | 215.64 |  True | False |  1000.00 |   45.42 | 5.00 | 1137.07
2020-11-30 | 229 | 217.44 | 218.36 | 215.86 |  True | False |  1000.00 |   45.42 | 5.00 | 1132.62
2020-12-01 | 230 | 216.14 | 218.19 | 216.04 |  True | False |  1000.00 |   45.42 | 5.00 | 1126.12
2020-12-02 | 231 | 210.86 | 216.42 | 215.75 |  True | False |  1000.00 |   45.42 | 5.00 | 1099.72
