      Date |  RC | Close  | SMA F… | SMA S… |    S1 |    S2 | ORDER    | FUNDS   | POS… | BALANCE
2022-03-21 | 557 | 235.32 | 236.48 | 235.99 |  True | False |  1000.00 |   51.49 | 4.00 |  992.77
2022-03-22 | 558 | 238.12 | 237.59 | 235.26 |  True | False |  1000.00 |   51.49 | 4.00 | 1003.97
2022-03-23 | 559 | 236.12 | 237.19 | 234.68 |  True | False |  1000.00 |   51.49 | 4.00 |  995.97
2022-03-24 | 560 | 240.26 | 237.75 | 234.44 |  True | False |  1000.00 |   51.49 | 4.00 | 1012.53
2022-03-25 | 561 | 241.58 | 238.28 | 234.05 |  True | False |  1000.00 |   51.49 | 4.00 | 1017.81
2022-03-28 | 562 | 242.94 | 239.80 | 233.96 |  True | False |  1000.00 |   51.49 | 4.00 | 1023.25
2022-03-29 | 563 | 248.17 | 241.81 | 234.38 |  True | False |  1000.00 |   51.49 | 4.00 | 1044.17
2022-03-30 | 564 | 249.03 | 244.40 | 234.79 |  True | False |  1000.00 |   51.49 | 4.00 | 1047.61
2022-03-31 | 565 | 247.28 | 245.80 | 235.32 |  True | False |  1000.00 |   51.49 | 4.00 | 1040.61
2022-04-01 | 566 | 249.25 | 247.33 | 235.99 |  True | False |  1000.00 |   51.49 | 4.00 | 1048.49
2022-04-04 | 567 | 246.83 | 248.11 | 237.12 |  True | False |  1000.00 |   51.49 | 4.00 | 1038.81
2022-04-05 | 568 | 248.51 | 248.18 | 238.40 |  True | False |  1000.00 |   51.49 | 4.00 | 1045.53
2022-04-06 | 569 | 251.46 | 248.67 | 239.85 |  True | False |  1000.00 |   51.49 | 4.00 | 1057.33
2022-04-07 | 570 | 254.36 | 250.08 | 241.47 |  True | False |  1000.00 |   51.49 | 4.00 | 1068.93
2022-04-08 | 571 | 251.46 | 250.52 | 242.70 |  True | False |  1000.00 |   51.49 | 4.00 | 1057.33
2022-04-11 | 572 | 250.45 | 251.25 | 243.91 |  True | False |  1000.00 |   51.49 | 4.00 | 1053.29
2022-04-12 | 573 | 249.17 | 251.38 | 244.74 |  True | False |  1000.00 |   51.49 | 4.00 | 1048.17
2022-04-13 | 574 | 251.33 | 251.35 | 245.40 |  True | False |  1000.00 |   51.49 | 4.00 | 1056.81
2022-04-14 | 575 | 250.51 | 250.58 | 246.05 |  True | False |  1000.00 |   51.49 | 4.00 | 1053.53
2022-04-18 | 576 | 251.06 | 250.50 | 246.66 |  True | False |  1000.00 |   51.49 | 4.00 | 1055.73
2022-04-19 | 577 | 255.40 | 251.49 | 247.66 |  True | False |  1000.00 |   51.49 | 4.00 | 1073.09
2022-04-20 | 578 | 255.85 | 252.83 | 248.55 |  True | False |  1000.00 |   51.49 | 4.00 | 1074.89
2022-04-21 | 579 | 255.25 | 253.61 | 249.51 |  True | False |  1000.00 |   51.49 | 4.00 | 1072.49
2022-04-22 | 580 | 250.17 | 253.55 | 250.00 |  True | False |  1000.00 |   51.49 | 4.00 | 1052.17
2022-04-25 | 581 | 252.88 | 253.91 | 250.57 |  True | False |  1000.00 |   51.49 | 4.00 | 1063.01
2022-04-26 | 582 | 248.58 | 252.55 | 250.85 |  True | False |  1000.00 |   51.49 | 4.00 | 1045.81
2022-04-27 | 583 | 247.14 | 250.80 | 250.80 |  True | False |  1000.00 |   51.49 | 4.00 | 1040.05
2022-04-28 | 584 | 254.19 | 250.59 | 251.06 | False |  True | -1000.00 | 1067.25 | 0.00 | 1067.25
2022-04-29 | 585 | 249.16 | 250.39 | 251.15 | False |  True | -1000.00 | 1067.25 | 0.00 | 1067.25
2022-05-02 | 586 | 246.64 | 249.14 | 251.02 | False |  True | -1000.00 | 1067.25 | 0.00 | 1067.25
2022-05-03 | 587 | 245.87 | 248.60 | 250.97 | False |  True | -1000.00 | 1067.25 | 0.00 | 1067.25
2022-05-04 | 588 | 254.32 | 250.04 | 251.26 | False |  True | -1000.00 | 1067.25 | 0.00 | 1067.25
2022-05-05 | 589 | 248.92 | 248.98 | 251.14 | False |  True | -1000.00 | 1067.25 | 0.00 | 1067.25
2022-05-06 | 590 | 250.78 | 249.31 | 250.96 | False |  True | -1000.00 | 1067.25 | 0.00 | 1067.25
2022-05-09 | 591 | 247.49 | 249.48 | 250.76 | False |  True | -1000.00 | 1067.25 | 0.00 | 1067.25
2022-05-10 | 592 | 245.68 | 249.44 | 250.52 | False |  True | -1000.00 | 1067.25 | 0.00 | 1067.25
2022-05-11 | 593 | 244.43 | 247.46 | 250.28 | False |  True | -1000.00 | 1067.25 | 0.00 | 1067.25
2022-05-12 | 594 | 244.19 | 246.51 | 249.93 | False |  True | -1000.00 | 1067.25 | 0.00 | 1067.25
2022-05-13 | 595 | 245.04 | 245.37 | 249.65 | False |  True | -1000.00 | 1067.25 | 0.00 | 1067.25
2022-05-16 | 596 | 244.04 | 244.68 | 249.30 | False |  True | -1000.00 | 1067.25 | 0.00 | 1067.25
2022-05-17 | 597 | 241.63 | 243.87 | 248.61 | False |  True | -1000.00 | 1067.25 | 0.00 | 1067.25
2022-05-18 | 598 | 231.05 | 241.19 | 247.37 | False |  True | -1000.00 | 1067.25 | 0.00 | 1067.25
2022-05-19 | 599 | 229.00 | 238.15 | 246.06 | False |  True | -1000.00 | 1067.25 | 0.00 | 1067.25
2022-05-20 | 600 | 233.91 | 235.93 | 245.25 | False |  True | -1000.00 | 1067.25 | 0.00 | 1067.25
2022-05-23 | 601 | 238.00 | 234.72 | 244.50 | False |  True | -1000.00 | 1067.25 | 0.00 | 1067.25
2022-05-24 | 602 | 244.52 | 235.30 | 244.30 | False |  True | -1000.00 | 1067.25 | 0.00 | 1067.25
2022-05-25 | 603 | 244.01 | 237.89 | 244.14 | False |  True | -1000.00 | 1067.25 | 0.00 | 1067.25
2022-05-26 | 604 | 248.09 | 241.71 | 243.84 | False |  True | -1000.00 | 1067.25 | 0.00 | 1067.25
2022-05-27 | 605 | 251.87 | 245.30 | 243.97 |  True | False |  1000.00 |   58.77 | 4.00 | 1066.25
2022-05-31 | 606 | 252.21 | 248.14 | 244.25 |  True | False |  1000.00 |   58.77 | 4.00 | 1067.61
2022-06-01 | 607 | 249.28 | 249.09 | 244.42 |  True | False |  1000.00 |   58.77 | 4.00 | 1055.89
2022-06-02 | 608 | 250.38 | 250.37 | 244.23 |  True | False |  1000.00 |   58.77 | 4.00 | 1060.29
2022-06-03 | 609 | 248.36 | 250.42 | 244.20 |  True | False |  1000.00 |   58.77 | 4.00 | 1052.21
2022-06-06 | 610 | 248.07 | 249.66 | 244.06 |  True | False |  1000.00 |   58.77 | 4.00 | 1051.05
2022-06-07 | 611 | 248.94 | 249.01 | 244.13 |  True | False |  1000.00 |   58.77 | 4.00 | 1054.53
2022-06-08 | 612 | 245.61 | 248.27 | 244.13 |  True | False |  1000.00 |   58.77 | 4.00 | 1041.21
2022-06-09 | 613 | 242.16 | 246.63 | 244.02 |  True | False |  1000.00 |   58.77 | 4.00 | 1027.41
2022-06-10 | 614 | 237.38 | 244.43 | 243.68 |  True | False |  1000.00 |   58.77 | 4.00 | 1008.29
2022-06-13 | 615 | 238.47 | 242.51 | 243.35 | False |  True | -1000.00 | 1011.65 | 0.00 | 1011.65
2022-06-14 | 616 | 238.76 | 240.48 | 243.08 | False |  True | -1000.00 | 1011.65 | 0.00 | 1011.65
2022-06-15 | 617 | 238.90 | 239.13 | 242.95 | False |  True | -1000.00 | 1011.65 | 0.00 | 1011.65
2022-06-16 | 618 | 235.19 | 237.74 | 243.16 | False |  True | -1000.00 | 1011.65 | 0.00 | 1011.65
2022-06-17 | 619 | 234.38 | 237.14 | 243.42 | False |  True | -1000.00 | 1011.65 | 0.00 | 1011.65
2022-06-21 | 620 | 239.59 | 237.36 | 243.71 | False |  True | -1000.00 | 1011.65 | 0.00 | 1011.65
2022-06-22 | 621 | 243.06 | 238.22 | 243.96 | False |  True | -1000.00 | 1011.65 | 0.00 | 1011.65
2022-06-23 | 622 | 243.58 | 239.16 | 243.91 | False |  True | -1000.00 | 1011.65 | 0.00 | 1011.65
2022-06-24 | 623 | 247.90 | 241.70 | 244.11 | False |  True | -1000.00 | 1011.65 | 0.00 | 1011.65
2022-06-27 | 624 | 247.03 | 244.23 | 244.06 |  True | False |  1000.00 |   22.53 | 4.00 | 1010.65
2022-06-28 | 625 | 242.83 | 244.88 | 243.60 |  True | False |  1000.00 |   22.53 | 4.00 |  993.85
2022-06-29 | 626 | 247.74 | 245.82 | 243.38 |  True | False |  1000.00 |   22.53 | 4.00 | 1013.49
2022-06-30 | 627 | 246.88 | 246.48 | 243.26 |  True | False |  1000.00 |   22.53 | 4.00 | 1010.05
2022-07-01 | 628 | 252.96 | 247.49 | 243.39 |  True | False |  1000.00 |   22.53 | 4.00 | 1034.37
2022-07-05 | 629 | 252.29 | 248.54 | 243.59 |  True | False |  1000.00 |   22.53 | 4.00 | 1031.69
2022-07-06 | 630 | 251.46 | 250.27 | 243.76 |  True | False |  1000.00 |   22.53 | 4.00 | 1028.37
2022-07-07 | 631 | 252.94 | 251.31 | 243.96 |  True | False |  1000.00 |   22.53 | 4.00 | 1034.29
2022-07-08 | 632 | 253.24 | 252.58 | 244.34 |  True | False |  1000.00 |   22.53 | 4.00 | 1035.49
2022-07-11 | 633 | 253.28 | 252.64 | 244.89 |  True | False |  1000.00 |   22.53 | 4.00 | 1035.65
2022-07-12 | 634 | 251.48 | 252.48 | 245.60 |  True | False |  1000.00 |   22.53 | 4.00 | 1028.45
2022-07-13 | 635 | 252.67 | 252.72 | 246.31 |  True | False |  1000.00 |   22.53 | 4.00 | 1033.21
2022-07-14 | 636 | 252.60 | 252.65 | 247.00 |  True | False |  1000.00 |   22.53 | 4.00 | 1032.93
2022-07-15 | 637 | 255.01 | 253.01 | 247.81 |  True | False |  1000.00 |   22.53 | 4.00 | 1042.57
2022-07-18 | 638 | 252.42 | 252.84 | 248.67 |  True | False |  1000.00 |   22.53 | 4.00 | 1032.21
2022-07-19 | 639 | 256.50 | 253.84 | 249.77 |  True | False |  1000.00 |   22.53 | 4.00 | 1048.53
2022-07-20 | 640 | 254.58 | 254.22 | 250.52 |  True | False |  1000.00 |   22.53 | 4.00 | 1040.85
2022-07-21 | 641 | 253.47 | 254.40 | 251.04 |  True | False |  1000.00 |   22.53 | 4.00 | 1036.41
2022-07-22 | 642 | 253.99 | 254.19 | 251.56 |  True | False |  1000.00 |   22.53 | 4.00 | 1038.49
2022-07-25 | 643 | 250.38 | 253.78 | 251.69 |  True | False |  1000.00 |   22.53 | 4.00 | 1024.05
2022-07-26 | 644 | 257.09 | 253.90 | 252.19 |  True | False |  1000.00 |   22.53 | 4.00 | 1050.89
2022-07-27 | 645 | 258.89 | 254.76 | 252.99 |  True | False |  1000.00 |   22.53 | 4.00 | 1058.09
2022-07-28 | 646 | 263.46 | 256.76 | 253.78 |  True | False |  1000.00 |   22.53 | 4.00 | 1076.37
2022-07-29 | 647 | 263.37 | 258.64 | 254.60 |  True | False |  1000.00 |   22.53 | 4.00 | 1076.01
2022-08-01 | 648 | 264.23 | 261.41 | 255.17 |  True | False |  1000.00 |   22.53 | 4.00 | 1079.45
2022-08-02 | 649 | 261.05 | 262.20 | 255.61 |  True | False |  1000.00 |   22.53 | 4.00 | 1066.73
2022-08-03 | 650 | 262.09 | 262.84 | 256.14 |  True | False |  1000.00 |   22.53 | 4.00 | 1070.89
2022-08-04 | 651 | 260.64 | 262.28 | 256.52 |  True | False |  1000.00 |   22.53 | 4.00 | 1065.09
2022-08-05 | 652 | 259.23 | 261.45 | 256.82 |  True | False |  1000.00 |   22.53 | 4.00 | 1059.45
2022-08-08 | 653 | 256.80 | 259.96 | 257.00 |  True | False |  1000.00 |   22.53 | 4.00 | 1049.73
2022-08-09 | 654 | 260.06 | 259.76 | 257.43 |  True | False |  1000.00 |   22.53 | 4.00 | 1062.77
2022-08-10 | 655 | 261.36 | 259.62 | 257.86 |  True | False |  1000.00 |   22.53 | 4.00 | 1067.97
2022-08-11 | 656 | 259.28 | 259.35 | 258.20 |  True | False |  1000.00 |   22.53 | 4.00 | 1059.65
2022-08-12 | 657 | 262.18 | 259.94 | 258.55 |  True | False |  1000.00 |   22.53 | 4.00 | 1071.25
2022-08-15 | 658 | 265.44 | 261.66 | 259.20 |  True | False |  1000.00 |   22.53 | 4.00 | 1084.29
2022-08-16 | 659 | 266.29 | 262.91 | 259.69 |  True | False |  1000.00 |   22.53 | 4.00 | 1087.69
2022-08-17 | 660 | 266.82 | 264.00 | 260.31 |  True | False |  1000.00 |   22.53 | 4.00 | 1089.81
2022-08-18 | 661 | 266.58 | 265.46 | 260.96 |  True | False |  1000.00 |   22.53 | 4.00 | 1088.85
2022-08-19 | 662 | 266.54 | 266.33 | 261.59 |  True | False |  1000.00 |   22.53 | 4.00 | 1088.69
2022-08-22 | 663 | 262.95 | 265.84 | 262.22 |  True | False |  1000.00 |   22.53 | 4.00 | 1074.33
2022-08-23 | 664 | 260.54 | 264.69 | 262.39 |  True | False |  1000.00 |   22.53 | 4.00 | 1064.69
2022-08-24 | 665 | 260.86 | 263.49 | 262.49 |  True | False |  1000.00 |   22.53 | 4.00 | 1065.97
2022-08-25 | 666 | 262.56 | 262.69 | 262.44 |  True | False |  1000.00 |   22.53 | 4.00 | 1072.77
2022-08-26 | 667 | 256.95 | 260.77 | 262.12 | False |  True | -1000.00 | 1049.33 | 0.00 | 1049.33
2022-08-29 | 668 | 255.66 | 259.31 | 261.69 | False |  True | -1000.00 | 1049.33 | 0.00 | 1049.33
2022-08-30 | 669 | 253.49 | 257.90 | 261.32 | False |  True | -1000.00 | 1049.33 | 0.00 | 1049.33
2022-08-31 | 670 | 252.28 | 256.19 | 260.83 | False |  True | -1000.00 | 1049.33 | 0.00 | 1049.33
2022-09-01 | 671 | 256.47 | 254.97 | 260.62 | False |  True | -1000.00 | 1049.33 | 0.00 | 1049.33
2022-09-02 | 672 | 254.51 | 254.48 | 260.38 | False |  True | -1000.00 | 1049.33 | 0.00 | 1049.33
2022-09-06 | 673 | 254.39 | 254.23 | 260.26 | False |  True | -1000.00 | 1049.33 | 0.00 | 1049.33
2022-09-07 | 674 | 258.42 | 255.21 | 260.18 | False |  True | -1000.00 | 1049.33 | 0.00 | 1049.33
2022-09-08 | 675 | 260.08 | 256.77 | 260.11 | False |  True | -1000.00 | 1049.33 | 0.00 | 1049.33
2022-09-09 | 676 | 259.52 | 257.38 | 260.13 | False |  True | -1000.00 | 1049.33 | 0.00 | 1049.33
2022-09-12 | 677 | 260.37 | 258.56 | 260.04 | False |  True | -1000.00 | 1049.33 | 0.00 | 1049.33
2022-09-13 | 678 | 254.33 | 258.54 | 259.48 | False |  True | -1000.00 | 1049.33 | 0.00 | 1049.33
2022-09-14 | 679 | 255.72 | 258.00 | 258.95 | False |  True | -1000.00 | 1049.33 | 0.00 | 1049.33
2022-09-15 | 680 | 253.47 | 256.68 | 258.28 | False |  True | -1000.00 | 1049.33 | 0.00 | 1049.33
2022-09-16 | 681 | 254.91 | 255.76 | 257.70 | False |  True | -1000.00 | 1049.33 | 0.00 | 1049.33
2022-09-19 | 682 | 257.01 | 255.09 | 257.22 | False |  True | -1000.00 | 1049.33 | 0.00 | 1049.33
2022-09-20 | 683 | 255.40 | 255.30 | 256.85 | False |  True | -1000.00 | 1049.33 | 0.00 | 1049.33
2022-09-21 | 684 | 251.08 | 254.37 | 256.37 | False |  True | -1000.00 | 1049.33 | 0.00 | 1049.33
2022-09-22 | 685 | 247.94 | 253.27 | 255.73 | False |  True | -1000.00 | 1049.33 | 0.00 | 1049.33
2022-09-23 | 686 | 245.95 | 251.48 | 254.90 | False |  True | -1000.00 | 1049.33 | 0.00 | 1049.33
2022-09-26 | 687 | 243.76 | 248.83 | 254.24 | False |  True | -1000.00 | 1049.33 | 0.00 | 1049.33
2022-09-27 | 688 | 236.70 | 245.09 | 253.29 | False |  True | -1000.00 | 1049.33 | 0.00 | 1049.33
2022-09-28 | 689 | 236.94 | 242.26 | 252.46 | False |  True | -1000.00 | 1049.33 | 0.00 | 1049.33
2022-09-29 | 690 | 234.40 | 239.55 | 251.57 | False |  True | -1000.00 | 1049.33 | 0.00 | 1049.33
2022-09-30 | 691 | 230.74 | 236.51 | 250.28 | False |  True | -1000.00 | 1049.33 | 0.00 | 1049.33
2022-10-03 | 692 | 235.34 | 234.82 | 249.32 | False |  True | -1000.00 | 1049.33 | 0.00 | 1049.33
2022-10-04 | 693 | 238.50 | 235.18 | 248.53 | False |  True | -1000.00 | 1049.33 | 0.00 | 1049.33
2022-10-05 | 694 | 239.09 | 235.61 | 247.56 | False |  True | -1000.00 | 1049.33 | 0.00 | 1049.33
2022-10-06 | 695 | 234.75 | 235.68 | 246.30 | False |  True | -1000.00 | 1049.33 | 0.00 | 1049.33
2022-10-07 | 696 | 233.19 | 236.17 | 244.98 | False |  True | -1000.00 | 1049.33 | 0.00 | 1049.33
2022-10-10 | 697 | 234.95 | 236.10 | 243.71 | False |  True | -1000.00 | 1049.33 | 0.00 | 1049.33
2022-10-11 | 698 | 237.05 | 235.81 | 242.84 | False |  True | -1000.00 | 1049.33 | 0.00 | 1049.33
2022-10-12 | 699 | 237.06 | 235.40 | 241.91 | False |  True | -1000.00 | 1049.33 | 0.00 | 1049.33
2022-10-13 | 700 | 246.75 | 237.80 | 241.58 | False |  True | -1000.00 | 1049.33 | 0.00 | 1049.33
2022-10-14 | 701 | 243.16 | 239.79 | 240.99 | False |  True | -1000.00 | 1049.33 | 0.00 | 1049.33
2022-10-17 | 702 | 246.48 | 242.10 | 240.46 |  True | False |  1000.00 |   62.41 | 4.00 | 1048.33
2022-10-18 | 703 | 249.19 | 244.53 | 240.15 |  True | False |  1000.00 |   62.41 | 4.00 | 1059.17
2022-10-19 | 704 | 250.75 | 247.27 | 240.13 |  True | False |  1000.00 |   62.41 | 4.00 | 1065.41
2022-10-20 | 705 | 249.77 | 247.87 | 240.23 |  True | False |  1000.00 |   62.41 | 4.00 | 1061.49
2022-10-21 | 706 | 254.55 | 250.15 | 240.66 |  True | False |  1000.00 |   62.41 | 4.00 | 1080.61
2022-10-24 | 707 | 255.32 | 251.92 | 241.23 |  True | False |  1000.00 |   62.41 | 4.00 | 1083.69
2022-10-25 | 708 | 255.73 | 253.22 | 242.19 |  True | False |  1000.00 |   62.41 | 4.00 | 1085.33
2022-10-26 | 709 | 256.61 | 254.40 | 243.17 |  True | False |  1000.00 |   62.41 | 4.00 | 1088.85
2022-10-27 | 710 | 265.11 | 257.46 | 244.70 |  True | False |  1000.00 |   62.41 | 4.00 | 1122.85
2022-10-28 | 711 | 274.52 | 261.46 | 246.89 |  True | False |  1000.00 |   62.41 | 4.00 | 1160.49
2022-10-31 | 712 | 272.66 | 264.93 | 248.76 |  True | False |  1000.00 |   62.41 | 4.00 | 1153.05
2022-11-01 | 713 | 272.95 | 268.37 | 250.48 |  True | False |  1000.00 |   62.41 | 4.00 | 1154.21
2022-11-02 | 714 | 270.37 | 271.12 | 252.05 |  True | False |  1000.00 |   62.41 | 4.00 | 1143.89
2022-11-03 | 715 | 272.95 | 272.69 | 253.96 |  True | False |  1000.00 |   62.41 | 4.00 | 1154.21
2022-11-04 | 716 | 274.62 | 272.71 | 256.03 |  True | False |  1000.00 |   62.41 | 4.00 | 1160.89
2022-11-07 | 717 | 276.41 | 273.46 | 258.10 |  True | False |  1000.00 |   62.41 | 4.00 | 1168.05
2022-11-08 | 718 | 278.40 | 274.55 | 260.17 |  True | False |  1000.00 |   62.41 | 4.00 | 1176.01
2022-11-09 | 719 | 277.79 | 276.03 | 262.20 |  True | False |  1000.00 |   62.41 | 4.00 | 1173.57
2022-11-10 | 720 | 275.88 | 276.62 | 263.66 |  True | False |  1000.00 |   62.41 | 4.00 | 1165.93
2022-11-11 | 721 | 271.39 | 275.97 | 265.07 |  True | False |  1000.00 |   62.41 | 4.00 | 1147.97
2022-11-14 | 722 | 272.27 | 275.15 | 266.36 |  True | False |  1000.00 |   62.41 | 4.00 | 1151.49
2022-11-15 | 723 | 267.84 | 273.03 | 267.29 |  True | False |  1000.00 |   62.41 | 4.00 | 1133.77
2022-11-16 | 724 | 272.51 | 271.98 | 268.38 |  True | False |  1000.00 |   62.41 | 4.00 | 1152.45
2022-11-17 | 725 | 273.36 | 271.47 | 269.56 |  True | False |  1000.00 |   62.41 | 4.00 | 1155.85
2022-11-18 | 726 | 273.37 | 271.87 | 270.50 |  True | False |  1000.00 |   62.41 | 4.00 | 1155.89
2022-11-21 | 727 | 274.52 | 272.32 | 271.46 |  True | False |  1000.00 |   62.41 | 4.00 | 1160.49
2022-11-22 | 728 | 274.76 | 273.70 | 272.41 |  True | False |  1000.00 |   62.41 | 4.00 | 1161.45
2022-11-23 | 729 | 273.27 | 273.86 | 273.25 |  True | False |  1000.00 |   62.41 | 4.00 | 1155.49
2022-11-25 | 730 | 275.00 | 274.18 | 273.74 |  True | False |  1000.00 |   62.41 | 4.00 | 1162.41
2022-11-28 | 731 | 272.88 | 274.09 | 273.66 |  True | False |  1000.00 |   62.41 | 4.00 | 1153.93
2022-11-29 | 732 | 271.41 | 273.46 | 273.60 | False |  True | -1000.00 | 1147.05 | 0.00 | 1147.05
2022-11-30 | 733 | 272.79 | 273.07 | 273.59 | False |  True | -1000.00 | 1147.05 | 0.00 | 1147.05
2022-12-01 | 734 | 273.40 | 273.10 | 273.74 | False |  True | -1000.00 | 1147.05 | 0.00 | 1147.05
2022-12-02 | 735 | 273.40 | 272.78 | 273.76 | False |  True | -1000.00 | 1147.05 | 0.00 | 1147.05
2022-12-05 | 736 | 271.59 | 272.52 | 273.61 | False |  True | -1000.00 | 1147.05 | 0.00 | 1147.05
2022-12-06 | 737 | 271.77 | 272.59 | 273.38 | False |  True | -1000.00 | 1147.05 | 0.00 | 1147.05
2022-12-07 | 738 | 270.34 | 272.10 | 272.98 | False |  True | -1000.00 | 1147.05 | 0.00 | 1147.05
2022-12-08 | 739 | 273.39 | 272.10 | 272.76 | False |  True | -1000.00 | 1147.05 | 0.00 | 1147.05
2022-12-09 | 740 | 272.04 | 271.83 | 272.56 | False |  True | -1000.00 | 1147.05 | 0.00 | 1147.05
2022-12-12 | 741 | 276.62 | 272.83 | 272.83 |  True | False |  1000.00 |   39.57 | 4.00 | 1146.05
2022-12-13 | 742 | 274.28 | 273.33 | 272.93 |  True | False |  1000.00 |   39.57 | 4.00 | 1136.69
2022-12-14 | 743 | 274.53 | 274.17 | 273.26 |  True | False |  1000.00 |   39.57 | 4.00 | 1137.69
2022-12-15 | 744 | 271.73 | 273.84 | 273.22 |  True | False |  1000.00 |   39.57 | 4.00 | 1126.49
2022-12-16 | 745 | 266.12 | 272.66 | 272.86 | False |  True | -1000.00 | 1103.05 | 0.00 | 1103.05
2022-12-19 | 746 | 265.83 | 270.50 | 272.48 | False |  True | -1000.00 | 1103.05 | 0.00 | 1103.05
2022-12-20 | 747 | 267.25 | 269.09 | 272.12 | False |  True | -1000.00 | 1103.05 | 0.00 | 1103.05
2022-12-21 | 748 | 268.16 | 267.82 | 271.79 | False |  True | -1000.00 | 1103.05 | 0.00 | 1103.05
2022-12-22 | 749 | 265.77 | 266.63 | 271.41 | False |  True | -1000.00 | 1103.05 | 0.00 | 1103.05
2022-12-23 | 750 | 267.57 | 266.92 | 271.04 | False |  True | -1000.00 | 1103.05 | 0.00 | 1103.05
2022-12-27 | 751 | 266.84 | 267.12 | 270.74 | False |  True | -1000.00 | 1103.05 | 0.00 | 1103.05
2022-12-28 | 752 | 265.11 | 266.69 | 270.43 | False |  True | -1000.00 | 1103.05 | 0.00 | 1103.05
2022-12-29 | 753 | 265.93 | 266.24 | 270.08 | False |  True | -1000.00 | 1103.05 | 0.00 | 1103.05
2022-12-30 | 754 | 263.53 | 265.80 | 269.59 | False |  True | -1000.00 | 1103.05 | 0.00 | 1103.05
2023-01-03 | 755 | 264.33 | 265.15 | 269.14 | False |  True | -1000.00 | 1103.05 | 0.00 | 1103.05
