      Date | Open    | High    |  Low    | Close   | Adj Cl… |    Volume
2022-06-28 | 6099.15 | 6141.94 | 6077.95 | 6086.02 | 6086.02 |  64300400
2022-06-29 | 6021.69 | 6071.91 | 5995.75 | 6031.48 | 6031.48 |         0
2022-06-30 | 5926.74 | 5931.55 | 5852.30 | 5922.86 | 5922.86 | 115328200
2022-07-01 | 5875.60 | 5975.83 | 5857.34 | 5931.06 | 5931.06 |  72811500
2022-07-04 | 5983.98 | 6002.07 | 5943.91 | 5954.65 | 5954.65 |  54436800
2022-07-05 | 5979.20 | 5981.51 | 5786.50 | 5794.96 | 5794.96 | 104293700
2022-07-06 | 5872.27 | 5927.50 | 5846.10 | 5912.38 | 5912.38 |  89619400
2022-07-07 | 5985.09 | 6024.31 | 5967.98 | 6006.70 | 6006.70 |  94857900
2022-07-08 | 6007.64 | 6053.17 | 5952.89 | 6033.13 | 6033.13 |  76855400
2022-07-11 | 5923.83 | 6004.52 | 5909.73 | 5996.30 | 5996.30 |  59496400
2022-07-12 | 5960.09 | 6053.33 | 5930.98 | 6044.20 | 6044.20 |  71122100
2022-07-13 | 6015.53 | 6025.73 | 5922.94 | 6000.24 | 6000.24 |  70802000
2022-07-14 | 5979.99 | 5997.31 | 5874.68 | 5915.41 | 5915.41 |  72944000
2022-07-15 | 5935.28 | 6043.80 | 5901.38 | 6036.00 | 6036.00 |  76205700
2022-07-18 | 6070.21 | 6136.02 | 6059.87 | 6091.91 | 6091.91 |  59881400
2022-07-19 | 6031.60 | 6213.88 | 6028.79 | 6201.22 | 6201.22 |  74716500
2022-07-20 | 6229.79 | 6245.47 | 6151.36 | 6184.66 | 6184.66 |  76814600
2022-07-21 | 6160.37 | 6233.98 | 6143.06 | 6201.11 | 6201.11 |  78627800
2022-07-22 | 6174.29 | 6247.35 | 6168.77 | 6216.82 | 6216.82 |  68727100
2022-07-25 | 6198.83 | 6260.13 | 6177.14 | 6237.55 | 6237.55 |  60387200
2022-07-26 | 6225.17 | 6243.86 | 6194.96 | 6211.45 | 6211.45 |  60556300
2022-07-27 | 6206.25 | 6267.80 | 6199.93 | 6257.94 | 6257.94 |  69640600
2022-07-28 | 6304.13 | 6339.21 | 6236.57 | 6339.21 | 6339.21 |  92169500
2022-07-29 | 6413.10 | 6472.27 | 6397.91 | 6448.50 | 6448.50 | 103116600
2022-08-01 | 6447.18 | 6484.08 | 6434.12 | 6436.86 | 6436.86 |  64439900
2022-08-02 | 6424.68 | 6429.05 | 6381.43 | 6409.80 | 6409.80 |  66079400
2022-08-03 | 6404.10 | 6475.54 | 6398.99 | 6472.06 | 6472.06 |  78438000
2022-08-04 | 6476.72 | 6555.71 | 6475.05 | 6513.39 | 6513.39 |  75071500
2022-08-05 | 6512.62 | 6523.03 | 6449.72 | 6472.35 | 6472.35 |  71657900
2022-08-08 | 6510.45 | 6564.24 | 6503.27 | 6524.44 | 6524.44 |  57501500
2022-08-09 | 6514.52 | 6530.35 | 6480.06 | 6490.00 | 6490.00 |  60132500
2022-08-10 | 6467.10 | 6545.64 | 6453.79 | 6523.44 | 6523.44 |  67978700
2022-08-11 | 6560.21 | 6562.32 | 6499.63 | 6544.67 | 6544.67 |  63494500
2022-08-12 | 6553.24 | 6587.84 | 6539.75 | 6553.86 | 6553.86 |  59404000
2022-08-15 | 6582.63 | 6586.96 | 6532.48 | 6569.95 | 6569.95 |  41045400
2022-08-16 | 6580.99 | 6608.83 | 6568.58 | 6592.58 | 6592.58 |  56347800
2022-08-17 | 6608.64 | 6608.64 | 6517.99 | 6528.32 | 6528.32 |  62910000
2022-08-18 | 6530.58 | 6576.37 | 6519.57 | 6557.40 | 6557.40 |  52233900
2022-08-19 | 6520.44 | 6549.13 | 6488.00 | 6495.83 | 6495.83 |  65894600
2022-08-22 | 6448.81 | 6459.36 | 6352.97 | 6378.74 | 6378.74 |  78589600
2022-08-23 | 6331.17 | 6402.22 | 6331.17 | 6362.02 | 6362.02 |  60089800
2022-08-24 | 6332.43 | 6396.63 | 6319.70 | 6386.76 | 6386.76 |  52703400
2022-08-25 | 6432.16 | 6440.69 | 6361.53 | 6381.56 | 6381.56 |  49495300
2022-08-26 | 6420.75 | 6429.79 | 6252.59 | 6274.26 | 6274.26 |  67384400
2022-08-29 | 6199.11 | 6232.25 | 6153.44 | 6222.28 | 6222.28 |  54873600
2022-08-30 | 6243.08 | 6303.66 | 6182.63 | 6210.22 | 6210.22 |  65574600
2022-08-31 | 6226.99 | 6230.90 | 6125.10 | 6125.10 | 6125.10 | 109610300
2022-09-01 | 6068.34 | 6072.93 | 6009.09 | 6034.31 | 6034.31 |  74056000
2022-09-02 | 6075.73 | 6178.29 | 6051.02 | 6167.51 | 6167.51 |  76451600
2022-09-05 | 6048.22 | 6105.59 | 6018.02 | 6093.22 | 6093.22 |  65693400
2022-09-06 | 6083.02 | 6138.22 | 6060.44 | 6104.61 | 6104.61 |  54762700
2022-09-07 | 6059.64 | 6119.95 | 6045.27 | 6105.92 | 6105.92 |  71611100
2022-09-08 | 6136.93 | 6143.29 | 6034.79 | 6125.90 | 6125.90 |  75081400
2022-09-09 | 6140.87 | 6239.11 | 6138.88 | 6212.33 | 6212.33 |  72211000
2022-09-12 | 6242.46 | 6352.45 | 6224.51 | 6333.59 | 6333.59 |  77476100
2022-09-13 | 6360.31 | 6394.18 | 6245.69 | 6245.69 | 6245.69 |  79001400
2022-09-14 | 6210.77 | 6249.29 | 6183.55 | 6222.41 | 6222.41 |  75468700
2022-09-15 | 6212.21 | 6249.52 | 6143.36 | 6157.84 | 6157.84 |  74835300
2022-09-16 | 6100.79 | 6114.36 | 6052.42 | 6077.30 | 6077.30 | 153174600
2022-09-19 | 6049.00 | 6093.40 | 5974.72 | 6061.59 | 6061.59 |  51601200
2022-09-20 | 6084.41 | 6118.25 | 5970.23 | 5979.47 | 5979.47 |  77470600
2022-09-21 | 5928.50 | 6034.27 | 5915.57 | 6031.33 | 6031.33 |  70185800
2022-09-22 | 5928.54 | 6022.39 | 5918.50 | 5918.50 | 5918.50 |  72756700
2022-09-23 | 5906.18 | 5913.71 | 5765.65 | 5783.41 | 5783.41 |  92468500
2022-09-26 | 5744.49 | 5828.05 | 5736.00 | 5769.39 | 5769.39 |  78603600
2022-09-27 | 5809.82 | 5852.61 | 5753.82 | 5753.82 | 5753.82 |  85032200
2022-09-28 | 5692.54 | 5773.08 | 5651.49 | 5765.01 | 5765.01 | 106668700
2022-09-29 | 5746.29 | 5746.29 | 5628.42 | 5676.87 | 5676.87 | 102422800
2022-09-30 | 5712.20 | 5770.78 | 5688.34 | 5762.34 | 5762.34 | 102731500
2022-10-03 | 5697.47 | 5804.27 | 5654.44 | 5794.15 | 5794.15 |  80848100
2022-10-04 | 5859.45 | 6039.69 | 5852.92 | 6039.69 | 6039.69 |  95391900
2022-10-05 | 6006.12 | 6034.93 | 5953.55 | 5985.46 | 5985.46 |  75121600
2022-10-06 | 6004.11 | 6018.47 | 5917.27 | 5936.42 | 5936.42 |  63735200
2022-10-07 | 5911.96 | 5956.95 | 5855.66 | 5866.94 | 5866.94 |  65700300
2022-10-10 | 5806.57 | 5883.85 | 5796.31 | 5840.55 | 5840.55 |  64916700
2022-10-11 | 5796.83 | 5849.58 | 5770.48 | 5833.20 | 5833.20 |  66016800
2022-10-12 | 5842.10 | 5872.49 | 5788.66 | 5818.47 | 5818.47 |  70096900
2022-10-13 | 5792.54 | 5899.82 | 5704.87 | 5879.19 | 5879.19 |  86713000
2022-10-14 | 5965.80 | 6044.75 | 5921.15 | 5931.92 | 5931.92 |  80215500
2022-10-17 | 5949.65 | 6068.37 | 5910.39 | 6040.66 | 6040.66 |  63825900
